timestamp,batch_id,status,user_token,total_requests,completed_requests,failed_requests,created_at,completed_at,input_file_id,output_file_id,remaining_balance,completion_window,endpoint,metadata,time_since_last_log,completed_increment,failed_increment,time_per_request,processing_rate,overall_processing_rate,estimated_remaining_time,total_elapsed_time
2024-07-22T09:15:57.606756,batch_vumOCawa0JFp3WRTpOGBP4Du,completed,x9z0oeGLYu36GQqAjte8kg,4,4,0,2024-07-22T09:15:41,2024-07-22T09:15:55,file-cz93OYSnSjLRWaZHSZ6nMW6F,file-73vn5qCRxX9PoCZQRHUtivcf,72,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",15.27684211730957,4,0,3.8192105293273926,0.2618342173915486,0.24086582288192698,0.0,16.60675621032715
2024-07-22T09:30:39.726760,batch_K5s13nUFbVj9qi3NWAcBb947,validating,x9z0oeGLYu36GQqAjte8kg,0,0,0,2024-07-22T09:30:39,,file-uFkX5XJd5qHaWN3kk1Vdii00,,68,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",0.0,0,0,0,0,0.0,0,0.7267599105834961
2024-07-22T09:30:55.007759,batch_K5s13nUFbVj9qi3NWAcBb947,finalizing,x9z0oeGLYu36GQqAjte8kg,4,4,0,2024-07-22T09:30:39,,file-uFkX5XJd5qHaWN3kk1Vdii00,,68,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",15.280999183654785,4,0,3.8202497959136963,0.261762987611345,0.24987882291655247,0.0,16.00775909423828
2024-07-22T09:31:10.218125,batch_K5s13nUFbVj9qi3NWAcBb947,completed,x9z0oeGLYu36GQqAjte8kg,4,4,0,2024-07-22T09:30:39,2024-07-22T09:30:58,file-uFkX5XJd5qHaWN3kk1Vdii00,file-tcebLqzifip2MpvsYWhKfnx0,68,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",15.210366010665894,0,0,0,0,0.12813069287660792,0.0,31.218125104904175
2024-07-22T09:34:54.041369,batch_MZG0NnGUmCPzGVIlWFjTe6vX,validating,x9z0oeGLYu36GQqAjte8kg,0,0,0,2024-07-22T09:34:53,,file-dz0MAVQDECbyJBdI5fbkUbOZ,,64,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",0.0,0,0,0,0,0.0,0,1.0413691997528076
2024-07-22T09:35:09.224984,batch_MZG0NnGUmCPzGVIlWFjTe6vX,in_progress,x9z0oeGLYu36GQqAjte8kg,4,3,0,2024-07-22T09:34:53,,file-dz0MAVQDECbyJBdI5fbkUbOZ,,64,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",15.18361496925354,3,0,5.06120498975118,0.19758140640914096,0.18490002632672684,5.408328056335449,16.224984169006348
2024-07-22T09:35:24.467944,batch_MZG0NnGUmCPzGVIlWFjTe6vX,in_progress,x9z0oeGLYu36GQqAjte8kg,4,3,0,2024-07-22T09:34:53,,file-dz0MAVQDECbyJBdI5fbkUbOZ,,64,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",15.24295973777771,0,0,0,0,0.0953351133740022,10.489314635594686,31.467943906784058
2024-07-22T09:35:42.815742,batch_MZG0NnGUmCPzGVIlWFjTe6vX,in_progress,x9z0oeGLYu36GQqAjte8kg,4,3,0,2024-07-22T09:34:53,,file-dz0MAVQDECbyJBdI5fbkUbOZ,,64,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",18.347798109054565,0,0,0,0,0.060221927418970644,16.605247338612873,49.81574201583862
2024-07-22T09:35:57.998477,batch_MZG0NnGUmCPzGVIlWFjTe6vX,in_progress,x9z0oeGLYu36GQqAjte8kg,4,3,0,2024-07-22T09:34:53,,file-dz0MAVQDECbyJBdI5fbkUbOZ,,64,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",15.182734966278076,0,0,0,0,0.04615492761200239,21.6661589940389,64.9984769821167
2024-07-22T09:36:13.279690,batch_MZG0NnGUmCPzGVIlWFjTe6vX,completed,x9z0oeGLYu36GQqAjte8kg,4,4,0,2024-07-22T09:34:53,2024-07-22T09:36:02,file-dz0MAVQDECbyJBdI5fbkUbOZ,file-sYS5tr4xyPcoCUHfm1Hf1HJ9,64,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",15.28121304512024,1,0,15.28121304512024,0.06543983105577673,0.04982580274840246,0.0,80.27969002723694
2024-07-22T10:53:34.196359,batch_agkgym3xc6zUycSO8FGwdx5g,validating,x9z0oeGLYu36GQqAjte8kg,0,0,0,2024-07-22T10:53:33,,file-lwSAAczY3x1mMpw4u5iwzGOq,,62,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",0.0,0,0,0,0,0.0,0,1.1963589191436768
2024-07-22T10:53:49.387234,batch_agkgym3xc6zUycSO8FGwdx5g,failed,x9z0oeGLYu36GQqAjte8kg,0,0,0,2024-07-22T10:53:33,,file-lwSAAczY3x1mMpw4u5iwzGOq,,62,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",15.190875053405762,0,0,0,0,0.0,0,16.38723397254944
2024-07-22T10:55:55.651913,batch_agkgym3xc6zUycSO8FGwdx5g,failed,x9z0oeGLYu36GQqAjte8kg,0,0,0,2024-07-22T10:53:33,,file-lwSAAczY3x1mMpw4u5iwzGOq,,62,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",0.0,0,0,0,0,0.0,0,142.65191292762756
